  PID TTY           TIME CMD
  564 ??         0:01.39 /usr/libexec/searchpartyd
  565 ??         3:02.99 /System/Library/DriverExtensions/com.apple.DriverKit-AppleBCMWLAN.dext/com.apple.DriverKit-AppleBCMWLAN com.apple.bcmwlan 0x100000f85 com.apple.DriverKit-AppleBCMWLAN
  566 ??         0:00.33 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDDrivers 0x100000fa0 com.apple.AppleUserHIDDrivers
  567 ??         0:00.05 /usr/libexec/secinitd
  568 ??         0:00.03 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
  569 ??         0:00.04 /usr/sbin/cfprefsd agent
  570 ??         0:00.22 /usr/libexec/trustd --agent
  571 ??         0:00.18 /System/Library/CoreServices/appleeventsd --server
  573 ??         0:00.06 /usr/libexec/aneuserd
  574 ??         0:01.33 /usr/libexec/aned
  575 ??         0:00.05 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  576 ??         0:01.02 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  577 ??         0:00.03 /usr/libexec/bootinstalld
  584 ??         0:00.69 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  585 ??         0:00.10 /private/var/db/com.apple.xpc.roleaccountd.staging/exec/16777232.35252678.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.UpdateBrainService
  586 ??         0:00.16 /usr/libexec/xpcroleaccountd -launchd
  589 ??         0:00.41 /usr/sbin/distnoted agent
  592 ??         0:00.43 /System/Library/CoreServices/ReportCrash daemon
  593 ??         0:00.35 /usr/sbin/systemsoundserverd
  595 ??         0:00.93 /usr/sbin/filecoordinationd
  596 ??         0:00.40 /usr/sbin/distnoted agent
  597 ??         0:00.08 /System/Library/CoreServices/sharedfilelistd
  602 ??         0:00.04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
  609 ??         0:00.26 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  611 ??         0:04.78 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
  616 ??         2:47.95 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
  617 ??         0:00.19 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  618 ??         0:00.53 /usr/libexec/rtcreportingd
  620 ??         0:00.39 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
  628 ??         0:00.09 /usr/libexec/symptomsd-diag
  629 ??         0:00.19 /usr/sbin/BTLEServer
  648 ??         0:00.39 /usr/sbin/distnoted agent
  658 ??         0:00.83 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  659 ??         0:01.47 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
  665 ??         0:00.08 /usr/libexec/mobileactivationd
  666 ??         0:04.06 /usr/libexec/wifip2pd
  667 ??         0:00.03 /usr/libexec/applekeystored
  668 ??         0:00.02 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  669 ??         0:00.39 /usr/sbin/distnoted agent
  671 ??         0:00.03 /System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld
  672 ??         0:05.17 /usr/sbin/distnoted agent
  673 ??         0:11.54 /usr/sbin/cfprefsd agent
  674 ??         0:04.80 /usr/libexec/UserEventAgent (Aqua)
  675 ??         0:00.54 /usr/libexec/gamecontrollerd
  676 ??         0:00.25 /usr/libexec/seld
  678 ??         0:03.24 /usr/libexec/neagent
  679 ??         0:00.58 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  680 ??         0:01.38 /usr/sbin/universalaccessd launchd -s
  682 ??         0:00.50 /usr/libexec/pboard
  683 ??         0:00.28 /usr/libexec/knowledge-agent
  684 ??         0:00.44 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
  685 ??         0:02.40 /usr/libexec/lsd
  686 ??         0:00.01 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
  687 ??         0:01.73 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
  689 ??         0:04.97 /usr/libexec/secd
  690 ??         0:00.74 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
  691 ??         0:00.03 /System/Library/CoreServices/APFSUserAgent
  694 ??         0:01.44 /usr/libexec/nsurlsessiond
  699 ??         0:02.19 /usr/libexec/rapportd
  700 ??         0:01.27 /usr/sbin/usernoted
  701 ??         0:02.62 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
  702 ??         0:12.64 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
  703 ??         0:09.80 /System/Library/CoreServices/talagentd
  704 ??         0:00.03 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
  705 ??         0:33.46 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
  706 ??         0:01.13 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
  708 ??         0:02.03 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  709 ??         0:02.73 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
  711 ??         0:12.31 /usr/libexec/triald
  712 ??         0:00.33 /usr/libexec/icloudmailagent
  713 ??         0:00.06 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
  714 ??         0:00.60 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
  715 ??         0:00.08 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  716 ??         0:06.47 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
  717 ??         0:03.06 /usr/libexec/secinitd
  718 ??         0:01.54 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
  719 ??         0:00.60 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
  720 ??         0:00.98 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
  721 ??         0:00.43 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
  722 ??         0:18.35 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  723 ??         0:00.82 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  724 ??         0:00.39 /usr/sbin/distnoted agent
  725 ??         0:13.27 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
  726 ??         0:16.04 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  727 ??         0:04.89 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  728 ??         0:25.26 /usr/libexec/trustd --agent
  729 ??         0:00.34 /System/Library/Frameworks/FinanceKit.framework/financed
  730 ??         0:00.05 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  731 ??         0:00.68 /usr/libexec/pkd
  732 ??         0:00.19 /usr/libexec/findmylocateagent
  733 ??         0:01.55 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
  734 ??         0:00.12 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  735 ??         0:00.24 /System/Library/CoreServices/sharedfilelistd
  736 ??         0:05.07 /usr/libexec/sharingd
  737 ??         0:20.15 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
  738 ??         0:00.55 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  739 ??         0:00.27 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  740 ??         0:02.51 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  741 ??         0:00.46 /usr/libexec/MTLAssetUpgraderD
  742 ??         0:18.59 /usr/libexec/networkserviceproxy
  743 ??         0:01.85 /usr/libexec/swcd
  744 ??         0:59.77 /usr/libexec/duetexpertd
  745 ??         0:00.29 /usr/libexec/dmd
  746 ??         0:00.99 /usr/libexec/linkd
  747 ??         0:00.08 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
  748 ??         8:51.13 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  749 ??         0:00.26 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
  750 ??         0:04.69 /usr/libexec/siriknowledged
  751 ??         0:00.07 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  752 ??         0:00.52 /usr/libexec/transparencyd
  753 ??         0:00.03 /System/Library/PrivateFrameworks/WirelessDiagnostics.framework/Support/awdd
  754 ??         0:00.90 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("en-IN")
  755 ??         0:00.17 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  756 ??         0:00.25 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
  757 ??         0:00.04 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  758 ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  759 ??         1:41.11 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/A3463F77-B6C0-4332-A881-EE5B89CECFE9/d/Visual Studio Code.app/Contents/MacOS/Electron
  760 ??         0:02.09 /usr/libexec/wifianalyticsd
  761 ??         0:00.07 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  762 ??         1:03.16 /Applications/Postman.app/Contents/MacOS/Postman
  763 ??         0:01.57 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  765 ??         0:00.80 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
  766 ??         9:07.26 /Applications/IntelliJ IDEA.app/Contents/MacOS/idea
  767 ??         0:00.12 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  768 ??         0:00.16 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  769 ??         0:00.10 /usr/libexec/online-auth-agent
  770 ??         0:00.69 /System/Library/CoreServices/iconservicesagent
  771 ??         0:00.22 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  773 ??         0:00.24 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  775 ??         0:46.02 /Applications/Microsoft OneNote.app/Contents/MacOS/Microsoft OneNote
  776 ??         0:01.71 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
  777 ??         0:00.24 /usr/libexec/appleaccountd
  778 ??         0:39.56 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
  779 ??         0:08.01 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  780 ??         1:24.19 /Applications/Microsoft Outlook.app/Contents/MacOS/Microsoft Outlook
  781 ??         0:01.08 /Applications/UTM.app/Contents/MacOS/UTM
  782 ??         0:01.59 /System/Applications/Preview.app/Contents/MacOS/Preview
  783 ??         0:00.96 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  784 ??         0:00.95 /usr/libexec/swtransparencyd
  785 ??         0:02.86 /System/Applications/Notes.app/Contents/MacOS/Notes
  787 ??         0:00.39 /usr/sbin/distnoted agent
  789 ??         0:00.26 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  790 ??         0:00.40 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
  791 ??         0:21.78 /Applications/Microsoft PowerPoint.app/Contents/MacOS/Microsoft PowerPoint
  793 ??         0:00.36 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  794 ??         0:00.51 /usr/libexec/ContinuityCaptureAgent server
  795 ??         0:01.03 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  797 ??         0:40.81 /Applications/Microsoft Word.app/Contents/MacOS/Microsoft Word
  798 ??         0:00.22 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  799 ??         0:00.26 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  800 ??         0:04.27 /System/Applications/Music.app/Contents/MacOS/Music
  801 ??         0:32.81 /Applications/Microsoft Excel.app/Contents/MacOS/Microsoft Excel
  802 ??         0:00.02 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  803 ??         0:00.03 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  804 ??         0:00.31 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  805 ??         0:00.13 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  808 ??         0:01.36 /usr/libexec/nearbyd
  809 ??         0:00.04 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  810 ??         0:00.90 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  811 ??         0:42.21 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
  812 ??         0:01.27 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
  813 ??         0:50.13 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
  814 ??         0:05.38 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
  815 ??         0:00.32 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
  816 ??         0:00.39 /usr/libexec/avconferenced
  817 ??         0:05.98 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
  818 ??         0:00.05 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  819 ??         0:02.40 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  820 ??         0:01.48 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  823 ??         0:00.64 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
  824 ??         0:00.70 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  825 ??         0:00.33 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  826 ??         0:00.79 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  827 ??         0:00.01 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  828 ??         0:00.02 automountd
  829 ??         0:00.07 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
  830 ??         0:00.64 /System/Library/PrivateFrameworks/TVIdleServices.framework/idleassetsd
  831 ??         0:00.01 /usr/libexec/wallpaperexportd
  832 ??         0:00.01 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  833 ??         0:09.73 /System/Library/ExtensionKit/Extensions/WallpaperVideoExtension.appex/Contents/MacOS/WallpaperVideoExtension
  836 ??         0:00.03 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
  837 ??         0:00.34 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  838 ??         0:00.38 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
  839 ??         0:00.57 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  840 ??         0:00.08 /usr/libexec/intelligentroutingd
  841 ??         0:00.43 /System/Library/CoreServices/audioaccessoryd
  842 ??         0:00.18 /usr/libexec/findmydeviced
  843 ??         0:03.85 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  844 ??         0:00.44 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  845 ??         0:00.15 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  846 ??         0:00.09 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  848 ??         0:01.57 /usr/libexec/replayd
  849 ??         0:00.18 /System/Library/CoreServices/ScopedBookmarkAgent
  850 ??         0:00.06 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  851 ??         0:00.59 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CarbonComponentScannerXPC.xpc/Contents/MacOS/CarbonComponentScannerXPC
  852 ??         0:00.02 /usr/libexec/rosetta/oahd
  853 ??         1:14.46 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  854 ??         0:00.07 /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
  855 ??         0:00.18 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
  856 ??         0:00.04 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
  857 ??         0:00.02 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceAFU.xpc/Contents/MacOS/UARPUpdaterServiceAFU
  858 ??         0:00.01 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDFU.xpc/Contents/MacOS/UARPUpdaterServiceDFU
  859 ??         0:00.02 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceHID.xpc/Contents/MacOS/UARPUpdaterServiceHID
  860 ??         0:00.27 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  861 ??         0:00.26 /usr/libexec/milod
  862 ??         0:00.10 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  863 ??         0:00.16 /System/Library/CoreServices/pbs
  864 ??         0:00.02 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  865 ??         0:06.73 /usr/libexec/gamepolicyd
  866 ??         0:06.36 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  867 ??         0:04.48 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  868 ??         0:00.01 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  869 ??         0:00.79 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  870 ??         0:00.67 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  872 ??         0:00.07 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
  874 ??         0:00.52 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
  875 ??         0:00.41 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  876 ??         0:00.10 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  877 ??         0:00.38 /usr/sbin/distnoted agent
  879 ??         0:00.02 /var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/A3463F77-B6C0-4332-A881-EE5B89CECFE9/d/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/kamalesh.g/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=cd7e9fb9-b760-4b95-a84c-19a2dff29287&iid=cd7e9fb9-b760-4b95-a84c-19a2dff29287&sid=cd7e9fb9-b760-4b95-a84c-19a2dff29287 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.100.2 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=34.5.1 --handshake-fd=24
  880 ??         0:00.05 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  881 ??         0:00.02 /System/Library/CoreServices/ReportCrash agent
  882 ??         0:00.08 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  884 ??         0:00.79 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  885 ??         0:00.40 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  886 ??         1:54.80 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/A3463F77-B6C0-4332-A881-EE5B89CECFE9/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,13839451497629278485,15029996412524780017,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=36
  887 ??         0:02.84 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/A3463F77-B6C0-4332-A881-EE5B89CECFE9/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,13839451497629278485,15029996412524780017,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=36
  889 ??         0:04.00 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  890 ??         0:00.33 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  893 ??         4:12.47 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/A3463F77-B6C0-4332-A881-EE5B89CECFE9/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/A3463F77-B6C0-4332-A881-EE5B89CECFE9/d/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1756379550113914 --launch-time-ticks=35169469 --shared-files --field-trial-handle=1718379636,r,13839451497629278485,15029996412524780017,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --vscode-window-config=vscode:a93b1ae4-b6d4-493d-9378-105e93262b8f --seatbelt-client=68
 1141 ??         0:00.07 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/ThunderboltAccessoryUpdaterService.xpc/Contents/MacOS/ThunderboltAccessoryUpdaterService
 1160 ??         0:01.94 /usr/libexec/searchpartyuseragent
 1241 ??         0:00.79 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
 1243 ??         0:00.07 /usr/libexec/secinitd
